Purchased_equipment_id,Equipment_type,Amount_of_equipment,Order_time,Place_id,Class_id
69085,30966,327546,193 minutes,87756,42228
69086,27158,901785,280 mons,75861,18896
69087,49151,591837,59 hours,69168,67929
69088,8855,900424,21 days,93150,26049
69089,90940,609063,258 mons,12894,11228
69090,87648,715377,203 hours,96275,94085
69091,37907,213900,230 days,99084,14730
69092,8341,75049,204 minutes,10683,58647
69093,21428,941008,155 hours,50021,22723
69094,32932,422778,281 years,60241,63673
69095,53723,820045,144 years,88971,18232
69096,2379,900254,30 weeks,73356,20418
69097,46327,591880,207 mons,84488,64660
69098,48580,462006,261 minutes,51314,4336
69099,26826,82804,147 years,13928,44388
69100,78098,45126,200 minutes,76901,61370
69101,20269,362594,104 days,28701,38871
69102,6757,438851,9 minutes,20029,77129
69103,12354,499869,148 minutes,98811,39851
69104,11339,825599,30 years,87724,19561
69105,23560,847013,207 days,52878,16299
69106,54524,425705,9 years,21544,27004
69107,74496,489479,148 weeks,93791,64046
69108,17491,465301,128 mons,34875,58001
69109,89774,620500,252 mons,64585,29618
69110,94098,860713,237 hours,15056,6264
69111,3464,60631,41 years,88568,17622
69112,83040,585082,206 days,31162,42151
69113,21331,546947,147 minutes,47420,20532
69114,83822,773059,57 minutes,29497,66682
69115,64371,336974,55 minutes,9901,43150
69116,52564,816021,269 hours,40284,92538
69117,94357,236175,57 mons,38617,26064
69118,10745,53098,207 mons,18200,93491
69119,85221,977416,75 days,73781,64315
69120,17148,580996,42 minutes,54124,81269
69121,92566,153625,172 mons,64925,96748
69122,22889,972421,148 hours,47556,30199
69123,89904,807210,281 weeks,95096,35106
69124,93906,90630,249 hours,8423,47794
69125,44779,601035,233 minutes,35845,56395
69126,55325,281643,149 mons,59736,13865
69127,54479,23824,111 days,1852,8979
69128,21330,149476,39 days,46493,26566
69129,16243,589710,84 years,74407,36810
69130,34245,654112,287 years,36088,77478
69131,69972,275083,169 years,98460,89051
69132,80156,320459,149 mons,16748,47489
69133,3976,243214,246 years,21734,69679
69134,25798,990267,112 weeks,26992,39679
69135,7453,860801,193 weeks,83916,14009
69136,16863,621095,38 hours,49065,17848
69137,2102,46533,203 mons,2362,52622
69138,30510,15421,65 years,93692,68189
69139,92718,416809,292 minutes,74147,93541
69140,15165,687249,277 days,48788,6000
69141,99940,76161,134 mons,30817,59644
69142,48194,879741,222 mons,64650,9154
69143,61047,886207,155 minutes,37554,61270
69144,90704,96604,168 mons,42655,56148
69145,7655,682089,20 mons,41927,92983
69146,94726,505920,192 minutes,6918,79057
69147,18389,911838,241 mons,67352,29433
69148,43284,332761,275 minutes,8968,228
69149,22087,899897,62 days,58275,69092
69150,18699,629994,169 hours,70819,23173
69151,54418,289212,62 minutes,44543,77260
69152,51598,290570,80 years,22561,89407
69153,9834,776512,76 weeks,1123,40072
69154,31020,829480,217 hours,35091,55211
69155,87868,544666,61 days,30997,61543
69156,81502,93143,40 years,48831,29088
69157,63398,810647,72 weeks,68947,77889
69158,68590,960330,268 years,15088,90303
69159,86222,528101,64 weeks,64156,80875
69160,62267,896040,264 hours,98571,70233
69161,16956,597945,2 days,43404,97493
69162,67924,518027,54 hours,93632,44097
69163,71784,45666,67 mons,43989,10407
69164,59305,581857,73 hours,25294,82319
69165,21680,212585,212 minutes,35447,49212
69166,15762,491837,262 days,69519,22501
69167,94109,794651,263 minutes,30165,93045
69168,80329,718595,82 hours,45649,66837
69169,54208,262538,126 mons,57396,15848
69170,34436,342750,293 days,97067,50577
69171,51783,762185,61 hours,23645,89535
69172,69203,226649,133 minutes,14699,57533
69173,98265,697870,300 years,41053,34451
69174,3619,347226,147 weeks,90364,17740
69175,32729,612823,249 years,86654,15299
69176,55330,133382,123 days,10003,2402
69177,74759,566489,159 hours,17560,70844
69178,4604,147696,246 days,9870,46536
69179,49432,189836,103 years,66264,2525
69180,49845,766733,208 hours,60062,13441
69181,77002,26504,72 minutes,31968,81102
69182,65921,900569,121 days,38461,88374
69183,14626,477039,53 hours,52204,99661
69184,51160,51445,241 weeks,60459,69993
69185,78921,956919,133 hours,75800,75873
69186,68271,551921,50 minutes,28227,96461
69187,11609,58634,132 days,33198,87314
69188,32456,109665,19 days,21665,22643
69189,52420,879252,287 mons,49565,34195
69190,37268,247935,252 hours,72113,10618
69191,15700,555295,28 weeks,80176,17962
69192,15996,77629,159 hours,7342,375
69193,72257,620562,210 years,48076,49060
69194,83682,292214,249 minutes,34830,87236
69195,9062,13806,258 years,24997,35198
69196,76787,866364,78 years,9540,87965
69197,33833,799566,268 mons,18497,48567
69198,63518,107061,191 hours,30807,94143
69199,29035,439590,76 weeks,83367,82380
69200,64165,494485,82 mons,655,20089
69201,1732,522502,94 minutes,89823,19566
69202,90428,441386,28 years,41360,10809
69203,85114,588303,186 years,88026,8504
69204,50988,904742,109 weeks,6440,10756
69205,37971,890132,70 weeks,50886,35771
69206,93964,231138,11 hours,54180,93694
69207,34884,472429,127 weeks,32035,86037
69208,20612,219511,37 days,47977,5950
69209,22385,365883,180 years,74826,45524
69210,4458,506583,185 hours,50343,16175
69211,36197,130983,66 minutes,99622,36382
69212,20020,207015,62 mons,47117,5285
69213,70844,450040,237 days,55396,592
69214,15915,498416,228 mons,76293,26847
69215,64540,44913,252 mons,41129,50437
69216,63390,497276,79 days,95052,55904
69217,16364,133154,172 weeks,79986,76850
69218,87732,952218,99 weeks,29015,12652
69219,19235,83075,202 years,19495,87862
69220,54829,50599,187 mons,38558,70064
69221,69398,324928,260 weeks,11550,75754
69222,52099,123082,146 years,63501,66184
69223,77293,884802,87 years,43054,62341
69224,63994,910509,129 minutes,49187,19161
69225,58838,199910,175 days,73816,55541
69226,3548,459429,76 weeks,40834,58033
69227,51694,256795,246 days,44979,22403
69228,24509,108954,119 hours,68226,50320
69229,90927,903986,137 weeks,87454,57013
69230,35415,863425,240 mons,80554,7575
69231,31460,23888,133 weeks,75196,34391
69232,47760,3362,22 mons,99508,73978
69233,12750,200953,34 mons,4043,60946
69234,13561,572590,237 weeks,10184,73995
69235,13583,461985,201 years,24562,50161
69236,98382,68476,119 mons,23568,57151
69237,49933,305146,293 minutes,10455,76073
69238,24080,276668,266 minutes,20262,45244
69239,49184,136125,185 days,49856,8186
69240,99252,376709,0 years,41180,83831
69241,81363,799378,236 hours,50076,93221
69242,23880,876541,105 hours,75240,79259
69243,52560,826583,208 mons,35175,7508
69244,82294,921495,36 minutes,54821,94520
69245,85131,351897,269 days,46201,49027
69246,58668,204762,182 mons,39908,93474
69247,31202,878326,216 years,36857,60611
69248,70691,711537,206 hours,83820,27808
69249,51999,548765,109 days,57616,65732
69250,57885,7537,179 weeks,10565,27490
69251,50022,727538,223 weeks,94051,87394
69252,63897,851906,280 weeks,55112,31906
69253,9599,200846,206 minutes,75818,81577
69254,82014,886341,146 weeks,5536,50829
69255,32171,136103,114 hours,70486,9040
69256,56319,987234,26 weeks,5794,43313
69257,12402,68086,3 mons,56858,65871
69258,53767,973833,60 minutes,69477,45427
69259,47059,63135,185 hours,42449,43440
69260,75869,141643,217 days,92729,4807
69261,77570,891449,232 days,64751,35560
69262,35183,393686,39 mons,47922,41627
69263,85540,783962,122 years,12758,30764
69264,27374,630404,5 days,69067,96166
69265,9753,549982,92 minutes,67004,53286
69266,83591,580028,13 hours,11487,37365
69267,91145,145377,201 weeks,11084,10102
69268,30201,942757,104 mons,48499,73735
69269,27847,739661,244 weeks,83334,97492
69270,43318,182134,47 days,61553,75151
69271,59281,477962,270 weeks,62395,46754
69272,54275,617883,295 years,81800,85497
69273,90816,61380,293 weeks,69044,31154
69274,92544,801994,181 minutes,61301,54323
69275,6591,231546,127 weeks,53073,36404
69276,24098,33795,126 years,10093,34547
69277,92443,895474,222 days,64744,76445
69278,8835,649865,279 years,65718,42589
69279,81689,93919,135 mons,22143,50838
69280,78636,697504,135 hours,44284,13254
69281,19619,205222,99 mons,46234,39976
69282,31890,326923,35 minutes,93682,84543
69283,77112,379595,240 years,286,6473
69284,25513,859055,225 years,78449,40283
69285,74384,936800,105 weeks,56999,55522
69286,78773,187774,75 minutes,38319,45524
69287,39749,479159,180 years,38026,9829
69288,7713,83858,157 mons,70531,87733
69289,51177,80844,127 minutes,15436,48965
69290,21271,889905,159 years,686,34973
69291,20341,335513,243 mons,71474,74295
69292,77183,767014,152 minutes,12830,51091
69293,3454,859322,217 minutes,88102,21806
69294,10055,667022,171 minutes,77222,20311
69295,92325,951627,184 mons,6643,25692
69296,15023,552955,65 weeks,49576,69360
69297,11902,602416,102 weeks,55279,38039
69298,96328,515919,207 minutes,77978,88186
69299,13241,653729,31 mons,61878,35527
69300,2667,472253,76 weeks,63555,77449
69301,2016,174651,106 hours,4338,53808
69302,28009,800166,294 mons,26787,50629
69303,4324,690731,185 years,81847,6943
69304,62154,734198,133 years,84257,43727
69305,59880,873027,202 hours,18607,86892
69306,67367,406268,267 mons,95398,98976
69307,59151,383379,24 weeks,69716,11683
69308,40933,407845,110 mons,43162,90797
69309,15924,520506,59 mons,94595,28413
69310,59717,140582,45 hours,71242,1261
69311,29851,201457,118 years,72111,28390
69312,35460,298022,175 minutes,20494,12464
69313,46449,515469,289 weeks,35268,81869
69314,62671,355730,220 hours,93756,99398
69315,20632,508879,57 years,78184,56159
69316,24367,881367,225 years,43507,26743
69317,37851,278683,54 days,29294,57198
69318,69189,439742,124 days,64543,42494
69319,66048,553591,132 weeks,4996,80102
69320,1498,500008,89 minutes,55997,48031
69321,3656,897700,182 mons,72967,18922
69322,28250,93678,91 weeks,61257,92030
69323,72304,759971,97 weeks,36648,18333
69324,37231,744989,22 minutes,4540,11025
69325,83668,936330,234 weeks,59553,65922
69326,18114,247127,94 hours,80704,58276
69327,96717,29738,43 days,47327,72059
69328,90134,842790,5 days,98934,96478
69329,67487,155741,192 hours,94220,74852
69330,3843,966288,134 weeks,18770,26633
69331,37048,742431,199 weeks,36392,10067
69332,96102,160301,103 weeks,64255,28999
69333,44945,310001,215 minutes,5336,9304
69334,54311,64524,292 hours,44793,59361
69335,78756,745677,27 minutes,10012,53986
69336,22004,149,212 days,66075,77180
69337,70475,867535,232 days,9879,3668
69338,98848,849043,274 weeks,35372,6769
69339,86250,521313,206 minutes,89055,64006
69340,90429,204298,4 days,5706,65573
69341,98055,919297,109 hours,9560,59713
69342,41152,379650,284 years,4711,83002
69343,78662,274845,184 years,30308,89833
69344,94828,569954,176 days,62575,62843
69345,86694,825251,32 days,25776,70741
69346,63550,361487,66 years,14191,59171
69347,30441,287675,78 minutes,47016,6284
69348,80374,255611,50 days,25406,57537
69349,8648,397668,125 hours,76870,19140
69350,33322,106585,84 hours,85023,90460
69351,46452,465666,148 weeks,42243,97378
69352,26142,303477,173 days,16010,15636
69353,2915,253148,188 days,35527,49241
69354,24393,193060,265 mons,56122,83683
69355,59935,223816,62 hours,33663,16965
69356,80680,476126,168 years,34539,12825
69357,76264,975139,171 years,25183,5944
69358,58087,735588,89 years,73019,88391
69359,31513,680941,253 days,22250,42737
69360,78277,917386,219 years,16106,59117
69361,49028,195589,141 weeks,28222,63946
69362,61242,83663,194 years,68750,68430
69363,75267,985240,183 years,64115,1260
69364,61651,501027,26 years,53774,57942
69365,85075,812278,16 minutes,92866,43658
69366,86346,406590,278 mons,43482,69039
69367,18268,375827,84 mons,30286,69349
69368,17660,379992,213 hours,41102,90975
69369,13684,869273,192 minutes,38010,41798
69370,42097,462055,43 minutes,22838,64351
69371,35027,864941,261 years,89023,98694
69372,91871,637585,277 weeks,82139,21881
69373,98700,355351,53 hours,67974,92571
69374,47016,607906,236 weeks,82766,20776
69375,50140,862152,7 days,55239,76413
69376,6013,539895,188 mons,98272,88216
69377,35807,787287,215 days,55950,3658
69378,7526,883200,157 minutes,98426,67986
69379,92557,292055,74 weeks,22435,83255
69380,85593,494764,221 weeks,66016,88957
69381,8655,356606,246 weeks,73178,13936
69382,83346,69475,211 weeks,41231,13602
69383,23801,975587,113 days,77442,22328
69384,18828,956235,237 days,41041,97764
69385,64775,840814,190 minutes,73685,15003
69386,54212,904903,240 mons,51726,42344
69387,32716,707961,32 mons,95252,82013
69388,53987,945279,99 weeks,1104,89459
69389,3912,651795,240 weeks,31467,25252
69390,57992,914705,33 hours,58636,97888
69391,43580,731911,256 days,47840,19939
69392,92248,358966,115 minutes,73654,61507
69393,56576,986948,270 years,41902,75809
69394,99774,597862,291 weeks,1941,14915
69395,82874,544955,17 years,98422,81277
69396,71464,120429,216 hours,53278,25602
69397,12739,155278,265 days,50775,28897
69398,49083,359686,228 weeks,87013,93237
69399,51286,452172,67 minutes,7907,45809
69400,21121,717806,281 mons,47468,18774
69401,43519,366650,13 weeks,42522,85109
69402,76794,56895,161 years,55971,82721
69403,20685,114350,97 days,7362,74889
69404,91657,537322,23 days,2945,73214
69405,49632,475057,79 minutes,27376,75876
69406,52064,17558,37 minutes,18655,81445
69407,17180,945607,13 weeks,34054,37478
69408,5753,425455,47 years,33362,493
69409,37986,530252,120 years,48033,40909
69410,77369,723390,56 minutes,26619,62487
69411,29305,631013,125 days,32691,24235
69412,11720,510599,230 days,57509,40117
69413,57712,769804,123 mons,22869,76267
69414,5328,104188,211 years,70338,55687
69415,40411,335356,164 years,95758,86394
69416,75896,788406,226 days,9126,30761
69417,56232,747580,8 minutes,30931,25832
69418,82827,361936,299 days,39407,36022
69419,63182,299821,214 mons,9318,52360
69420,40693,152076,260 hours,73152,21479
69421,63042,572538,158 hours,26616,52778
69422,63127,226908,229 weeks,53941,13967
69423,85616,626320,48 minutes,99,66611
69424,79880,615104,246 mons,12226,47465
69425,52253,221432,11 hours,49250,21143
69426,81510,185844,98 mons,83742,86155
69427,8851,52831,273 years,43148,74416
69428,4547,562438,199 minutes,79121,59446
69429,49746,803314,288 minutes,51981,64014
69430,50878,366194,45 minutes,26972,37941
69431,55891,724441,2 weeks,35074,78281
69432,65301,216582,199 hours,58233,82966
69433,86603,287873,256 weeks,14778,61556
69434,86243,926815,266 mons,20915,85240
69435,26335,716089,82 days,2661,23531
69436,36074,717678,226 weeks,36797,25518
69437,48507,948735,225 years,10322,70208
69438,26249,395176,295 hours,19755,49362
69439,31174,976161,180 years,38583,26200
69440,80157,366897,120 mons,6721,15965
69441,76784,783247,297 minutes,80620,51487
69442,92497,866593,40 mons,53634,7760
69443,77891,509410,192 days,97165,20278
69444,27416,401386,232 hours,49152,53733
69445,15574,91308,76 weeks,57724,77759
69446,57202,415733,213 minutes,10582,80032
69447,88469,30920,34 weeks,82041,67843
69448,74215,152318,142 minutes,61251,66644
69449,36307,853456,213 mons,46095,57549
69450,54622,165034,184 minutes,88105,87615
69451,5324,332606,96 weeks,59829,56609
69452,32075,90415,202 mons,35172,93616
69453,14187,735195,54 years,28769,14053
69454,12882,624960,118 mons,32027,76784
69455,63086,484469,280 minutes,47110,69582
69456,56925,171837,132 weeks,79139,87724
69457,68331,650171,227 days,9561,87615
69458,22658,355117,291 minutes,9090,91152
69459,49211,711569,92 years,46184,23203
69460,16951,852711,205 years,73019,43961
69461,58691,932339,2 days,72467,52651
69462,63315,459874,76 years,62499,70950
69463,62782,145442,250 days,72246,72960
69464,59652,697702,181 hours,37880,94486
69465,48847,190736,69 minutes,3438,37044
69466,87733,491217,235 minutes,11896,86227
69467,69626,560118,91 weeks,85648,20297
69468,87448,532167,158 days,16337,46415
69469,97201,58955,120 years,93001,96062
69470,94222,424725,287 hours,13254,71522
69471,64947,969529,270 minutes,26263,90808
69472,25908,619729,29 minutes,78911,79854
69473,35883,196456,170 minutes,56718,17737
69474,73742,874485,287 years,74243,48619
69475,23714,916793,173 days,56960,98154
69476,28441,837636,148 years,6303,54264
69477,35414,780277,23 hours,91690,90339
69478,48421,176171,172 days,52885,18686
69479,19877,765752,205 weeks,33307,32025
69480,21891,665975,134 weeks,78076,91737
69481,68569,550547,35 weeks,10346,80216
69482,16492,430825,211 mons,19049,17779
69483,66272,593657,285 hours,56972,93511
69484,69794,850788,195 days,38580,85073
69485,55076,914203,57 weeks,12474,96789
69486,85060,203090,193 days,76401,78216
69487,6912,813911,80 days,57685,33639
69488,38960,967182,295 years,55112,53457
69489,2295,989560,197 days,85061,78611
69490,16443,636248,143 years,89584,34398
69491,72096,62491,124 mons,98022,61480
69492,99853,925054,98 minutes,37784,16287
69493,16783,58636,70 days,35570,33324
69494,26006,837394,89 days,39912,1298
69495,27193,654593,258 days,26491,30577
69496,32812,653671,45 minutes,38898,9538
69497,36131,521761,209 days,95502,98567
69498,32347,912325,55 hours,51066,62374
69499,21936,797815,188 mons,58814,43673
69500,70264,655674,300 years,12236,96838
69501,80578,28607,196 weeks,75590,37908
69502,81363,375292,180 years,49997,97738
69503,49,395047,38 minutes,57591,1379
69504,8439,445747,269 years,58204,23258
69505,49274,388471,285 days,9849,85791
69506,41066,143079,101 mons,33604,12786
69507,6506,693289,136 weeks,80372,37062
69508,80650,307039,42 mons,99701,56738
69509,88973,539913,179 mons,54633,35272
69510,7259,766399,101 years,50097,97134
69511,8431,592918,250 years,31181,68753
69512,69563,419696,267 mons,15993,46212
69513,57859,461274,186 weeks,97348,4931
69514,52945,157009,55 weeks,66667,80505
69515,29738,382559,237 days,62769,26997
69516,41865,826872,83 mons,27632,41332
69517,96784,700733,56 years,21948,16994
69518,81202,705079,16 minutes,65820,49144
69519,75342,479311,242 years,15852,4570
69520,43518,976529,218 days,58640,27768
69521,91461,108978,202 mons,87527,10295
69522,45575,990515,25 weeks,73531,13923
69523,23849,723902,95 days,98265,18760
69524,68930,499081,70 days,42490,57925
69525,18004,790612,60 mons,38682,6313
69526,91300,323169,209 weeks,47927,39568
69527,75172,924549,300 minutes,6000,8196
69528,7768,468632,149 hours,39138,19766
69529,76244,251501,129 weeks,99938,66157
69530,60762,582621,148 weeks,73896,3104
69531,78427,770077,215 hours,14315,21433
69532,9463,797195,161 mons,50268,71377
69533,56727,860309,137 hours,59108,86837
69534,24747,520834,24 mons,88779,48218
69535,22099,190994,2 years,86039,44258
69536,11760,31493,144 days,15241,6759
69537,38982,60531,264 mons,24175,9150
69538,93787,844866,49 hours,8257,25155
69539,55264,250046,153 hours,94882,61572
69540,16057,248192,206 years,89209,34913
69541,10055,871822,145 mons,80775,9007
69542,14447,107487,40 hours,44818,99504
69543,65227,369073,257 mons,49620,53851
69544,65291,707929,249 hours,99400,96720
69545,26414,189988,270 weeks,17133,57095
69546,91865,873776,72 minutes,16889,77449
69547,20502,699953,54 years,53708,49304
69548,11963,426130,72 years,28072,59937
69549,69058,453970,185 minutes,32934,19888
69550,56807,908259,191 weeks,11384,55401
69551,1102,159350,187 days,31653,53520
69552,39267,296112,97 days,49634,67115
69553,1571,188167,283 hours,29431,46859
69554,45305,170065,230 mons,36071,27934
69555,5059,501823,124 minutes,34005,3679
69556,93450,584800,172 days,2185,25404
69557,51450,116340,276 mons,20170,25357
69558,71172,970576,297 minutes,83939,92140
69559,29999,849535,152 minutes,49825,51711
69560,95841,56199,258 hours,14282,26250
69561,24223,59412,44 hours,14772,64604
69562,77290,257646,186 hours,98159,62344
69563,94785,841182,191 days,80067,33468
69564,60998,494465,109 days,10803,60471
69565,94268,392898,15 years,94825,95457
69566,74916,791482,256 weeks,3497,87037
69567,53963,689765,297 minutes,67658,65971
69568,57232,928524,292 years,10078,66113
69569,54117,639838,227 minutes,62358,78259
69570,15648,779167,287 minutes,3982,63671
69571,28601,271025,31 days,46967,13741
69572,74090,96823,258 days,35995,6201
69573,94760,323470,218 weeks,1242,59768
69574,24160,818985,140 years,48814,21287
69575,81666,480999,204 years,73748,17769
69576,83457,6621,95 years,21465,56745
69577,1671,140615,113 minutes,11677,23924
69578,65925,526337,120 weeks,69714,3048
69579,5130,843432,165 minutes,76529,72053
69580,2500,240148,159 hours,75125,51326
69581,71927,425395,273 days,41883,39761
69582,61580,112770,223 minutes,17369,69157
69583,11979,968746,286 weeks,59012,59207
69584,14294,677485,211 days,70080,54517
69585,40554,238729,72 hours,80275,39197
69586,41689,260404,215 weeks,60459,16945
69587,56460,308293,166 minutes,31790,47106
69588,64803,751109,21 hours,37542,44914
69589,12401,103489,205 days,18499,89707
69590,21646,496605,2 hours,85846,22770
69591,10809,413428,257 days,97971,91877
69592,61244,677455,69 weeks,43379,99848
69593,85002,505286,0 hours,47949,26154
69594,93994,432553,210 hours,67509,57954
69595,7934,34422,236 hours,84818,98908
69596,12751,803586,10 hours,5661,51497
69597,48738,547183,226 weeks,28316,34372
69598,29231,543056,259 minutes,3463,41544
69599,76914,62271,15 mons,24432,37054
69600,55248,61710,252 minutes,73676,74397
69601,86846,851717,185 years,57541,97850
69602,21576,919491,191 weeks,72440,24295
69603,25038,330018,256 hours,16690,81732
69604,79683,869683,100 weeks,52469,58842
69605,20049,848891,120 minutes,25169,84611
69606,13131,340087,232 hours,99028,26444
69607,24926,317056,6 hours,25915,93635
69608,7685,901645,17 days,19191,12490
69609,79143,564222,8 hours,27691,5559
69610,40861,988760,229 years,40711,17939
69611,27898,775803,182 years,631,25037
69612,49680,962042,294 mons,69674,69108
69613,36737,246676,300 years,33443,5292
69614,90658,970117,49 years,59926,8086
69615,10269,996486,20 days,96816,93
69616,23762,662576,63 years,23711,51929
69617,99582,761663,63 days,8239,26241
69618,40730,574122,227 mons,91511,69243
69619,70875,828688,201 days,60444,64376
69620,36677,175652,11 years,74197,20101
69621,36199,493941,293 hours,63820,27449
69622,26091,434530,28 weeks,2037,55403
69623,60214,399228,135 mons,83261,92795
69624,26866,931335,17 days,69837,6525
69625,59837,323442,84 hours,64295,84844
69626,29466,584324,201 mons,37500,74640
69627,2197,881311,248 hours,91074,9498
69628,15107,421250,210 years,17111,1107
69629,90902,963194,22 minutes,6303,59052
69630,21420,490936,38 weeks,17781,38218
69631,63122,585430,30 weeks,94151,56104
69632,45867,172766,224 weeks,30459,59422
69633,60629,461142,85 years,69554,42706
69634,88225,949089,150 mons,59763,58404
69635,82621,223400,30 weeks,36923,80289
69636,58412,349339,73 weeks,51984,52047
69637,8057,589027,273 years,73610,98735
69638,40001,841439,91 years,17376,71314
69639,62273,574641,76 minutes,51394,43331
69640,53179,594531,92 days,32004,3271
69641,59563,353820,188 weeks,16051,94865
69642,53390,389815,231 minutes,77589,17438
69643,70067,119749,4 weeks,3249,53801
69644,38336,563996,30 mons,2926,20391
69645,41123,487307,227 days,52398,4213
69646,36601,784213,230 days,64531,16352
69647,6813,89317,230 minutes,11431,86395
69648,23479,799623,97 minutes,15562,2693
69649,50608,993817,154 mons,23326,88359
69650,55970,605951,83 minutes,31017,35060
69651,18087,948006,198 minutes,19518,49666
69652,81936,996974,239 hours,54455,33750
69653,43420,743045,192 weeks,32324,1395
69654,42493,707411,26 weeks,93381,36671
69655,38832,870318,107 minutes,92820,49563
69656,71095,141225,40 minutes,11726,84781
69657,92484,584969,56 minutes,22676,73975
69658,51131,976595,34 minutes,24846,24010
69659,55961,22129,147 days,51131,39310
69660,17725,351551,25 hours,9423,59776
69661,75204,561339,13 hours,19932,61246
69662,28762,184463,216 weeks,17199,83051
69663,24483,508950,159 days,12897,32437
69664,38862,206849,131 weeks,93046,11990
69665,74898,476336,158 mons,5461,39901
69666,42000,7012,61 years,20662,33391
69667,23610,901465,65 mons,58383,46624
69668,63227,281476,218 years,3526,16083
69669,72457,317243,8 mons,15827,60141
69670,13678,567622,157 mons,10639,6594
69671,66016,894837,121 hours,97375,62375
69672,35119,278516,36 weeks,56891,73576
69673,98791,751946,139 mons,5642,35604
69674,70925,824541,237 days,45438,38906
69675,39153,545565,33 weeks,52094,4056
69676,17271,621718,81 minutes,10564,52407
69677,73374,931677,246 years,74625,51134
69678,79884,83520,138 mons,77985,52071
69679,47265,429229,278 weeks,23262,82163
69680,96086,25317,117 mons,4692,47262
69681,63225,223341,230 days,53033,13487
69682,492,852737,190 minutes,82548,52823
69683,29424,763771,206 days,13628,88717
69684,12164,241407,63 hours,12837,41669
69685,24543,104217,127 mons,39332,74865
69686,58068,820671,237 days,94948,32487
69687,45807,616171,155 hours,23311,9216
69688,25648,678327,98 days,2469,98758
69689,18367,764342,31 years,69669,2317
69690,84921,82280,187 hours,44468,30318
69691,33606,690784,245 weeks,52228,99889
69692,57015,770823,188 years,69541,59929
69693,79636,730766,255 minutes,70628,21534
69694,72766,576495,42 weeks,96517,41497
69695,75226,570478,27 hours,37640,53331
69696,87050,228986,159 hours,15928,72857
69697,84608,418447,274 weeks,859,33176
69698,5355,294087,290 years,11809,1969
69699,95023,92443,104 years,56267,23041
69700,52229,282967,85 mons,2754,42928
69701,42410,202988,71 hours,17652,56628
69702,33372,407070,197 mons,82214,32323
69703,66983,501476,21 minutes,76884,51055
69704,78227,243967,100 minutes,22910,88638
69705,33739,980247,57 minutes,5597,28830
69706,335,619772,33 mons,67616,42431
69707,27743,980084,171 minutes,64443,27212
69708,88323,886361,246 mons,85189,81616
69709,79787,887844,124 hours,62874,1303
69710,79481,218185,235 hours,758,16167
69711,78583,653430,232 minutes,30298,24831
69712,68387,474356,102 days,4785,90195
69713,28711,549404,229 hours,32709,41623
69714,76035,663453,296 weeks,6004,25549
69715,79321,349165,47 mons,54189,16276
69716,69110,651267,109 years,60602,12845
69717,93121,478205,185 years,60982,22737
69718,18958,134492,132 days,59779,34863
69719,58214,217638,48 weeks,11014,65210
69720,14011,713044,120 years,85952,12952
69721,77971,159782,55 minutes,1847,28117
69722,52637,365997,6 hours,1412,89439
69723,38979,329512,176 mons,63430,15156
69724,53981,248589,191 weeks,16856,91767
69725,50492,652823,67 hours,45416,68124
69726,72537,751968,213 mons,42822,32916
69727,20942,804322,293 mons,2382,48638
69728,17465,585822,227 hours,6465,63344
69729,8683,731295,189 mons,71535,85503
69730,98143,500245,73 mons,42850,41064
69731,31058,833135,224 minutes,74164,55120
69732,75627,275794,205 mons,48563,49366
69733,84584,376281,170 hours,79342,53204
69734,78210,998999,228 hours,85443,74921
69735,25645,81032,185 hours,59710,758
69736,17107,472608,237 mons,32601,8895
69737,94640,619795,275 years,69427,9334
69738,97615,838069,106 years,57550,12302
69739,82020,611012,121 hours,63986,1052
69740,77061,855894,144 minutes,96173,77976
69741,94602,538020,5 minutes,80801,8564
69742,48880,649415,299 hours,58693,85704
69743,72278,625418,279 minutes,61370,86530
69744,54410,261809,70 mons,69998,25339
69745,31395,253900,110 weeks,19926,62640
69746,20380,206705,293 mons,30490,62098
69747,84837,170722,274 years,84067,28444
69748,6344,354299,253 weeks,78822,94269
69749,91412,145206,297 hours,68097,10557
69750,85694,669920,16 years,70116,2143
69751,88017,971852,36 minutes,39996,47046
69752,68003,60602,29 weeks,23722,18539
69753,91695,331085,114 weeks,24808,74144
69754,81772,707046,1 days,77040,59406
69755,405,238841,1 hours,45385,66487
69756,69076,506941,272 hours,55606,531
69757,66430,712728,269 hours,68693,95111
69758,15180,324676,47 years,51422,76646
69759,18725,72510,60 mons,11762,82067
69760,53288,69541,108 mons,58002,97273
69761,15540,794197,297 minutes,84397,24359
69762,17347,912912,49 weeks,40142,88431
69763,26003,322914,232 minutes,81843,11808
69764,33346,984109,70 mons,75537,57219
69765,53160,555022,203 hours,92201,92773
69766,96986,776340,155 hours,25458,23088
69767,71569,1540,189 weeks,61051,43261
69768,61513,232512,293 mons,20224,28882
69769,47773,779730,205 hours,21143,64981
69770,73278,777243,28 days,7587,68285
69771,22976,707574,109 hours,83752,79905
69772,83896,629448,248 days,99633,27384
69773,61094,373940,110 mons,96492,97144
69774,37949,197712,141 weeks,85483,81701
69775,37821,609409,5 minutes,17996,62921
69776,62528,395938,159 weeks,69441,8687
69777,30689,468952,14 weeks,64708,95830
69778,15439,530638,138 mons,14805,31659
69779,54294,912680,47 minutes,37326,32525
69780,58280,494659,218 days,62522,6715
69781,95199,166070,259 minutes,91688,95455
