Available_equipment_id,Equipment_type,Amount_of_equipment,Place_id
79185,33112,865865,40016
79186,35041,509777,3830
79187,3677,356117,24169
79188,14818,397733,58799
79189,88646,585447,87025
79190,36265,476539,58303
79191,50310,320699,13858
79192,70366,163753,6718
79193,82468,680491,89663
79194,19087,42622,5000
79195,97763,411626,18286
79196,7632,620256,60617
79197,84677,42786,25839
79198,81529,401680,71799
79199,99113,8225,15997
79200,72639,205159,57321
79201,19197,366239,33290
79202,59189,241760,49329
79203,27337,656747,79007
79204,60352,600259,62884
79205,26860,267813,7100
79206,62633,957513,22368
79207,49586,912673,11242
79208,73301,23272,26900
79209,29964,562138,46974
79210,91457,510284,467
79211,45762,484616,945
79212,70962,255202,60775
79213,68912,144488,16489
79214,52185,672897,27136
79215,30237,170828,61338
79216,63779,97125,48300
79217,45581,710574,98709
79218,55057,407061,68747
79219,26528,915722,50932
79220,48714,634616,48637
79221,23969,563954,87913
79222,54618,642228,65102
79223,17933,172666,47903
79224,14802,743161,88678
79225,63563,468894,17519
79226,38510,71567,78836
79227,63047,704066,87636
79228,50009,401735,7406
79229,34736,213505,9337
79230,17493,772691,68190
79231,46166,750142,5168
79232,18762,413117,95394
79233,64924,762137,94742
79234,58192,770367,88233
79235,76665,309050,29751
79236,29659,389841,99294
79237,82584,693797,690
79238,69306,903910,97740
79239,64032,940883,76228
79240,48613,936015,93725
79241,29600,224737,93152
79242,17162,349362,13451
79243,33194,750688,40554
79244,85215,775001,93863
79245,67705,870133,15553
79246,89659,485412,82861
79247,33791,494960,40079
79248,52420,645770,95475
79249,90656,9620,64821
79250,4316,397603,81338
79251,80085,396991,13673
79252,33710,405053,46590
79253,98497,749782,99836
79254,33456,707619,30195
79255,57417,45096,59118
79256,71176,860345,30779
79257,68440,205087,44665
79258,58673,6582,59870
79259,90783,548358,55541
79260,38298,980233,21773
79261,9117,228663,81100
79262,62952,220080,64373
79263,47424,353772,7684
79264,18910,305312,23096
79265,76794,653409,70794
79266,30344,676474,21783
79267,81004,890716,66893
79268,47990,876393,21214
79269,29223,879724,74110
79270,29753,298170,65911
79271,49018,24155,85981
79272,43112,121978,20784
79273,21421,49194,22082
79274,88770,498349,54891
79275,17704,254878,74099
79276,92477,348433,36996
79277,29527,980200,96586
79278,81272,412364,40906
79279,30308,368660,92389
79280,33289,334709,12782
79281,46242,190243,53651
79282,12823,335748,62070
79283,1818,974771,40907
79284,90696,213544,91252
79285,78929,439900,6149
79286,97944,583036,79948
79287,60283,488153,42037
79288,10945,666760,4316
79289,59851,74791,99787
79290,60572,88043,10374
79291,26330,143620,45768
79292,39331,428830,85014
79293,1708,81838,61137
79294,71212,231798,41791
79295,49670,719155,46360
79296,40966,301085,43410
79297,97257,262657,5687
79298,91564,824062,34298
79299,33084,544091,40885
79300,22551,793141,71419
79301,86745,403189,64864
79302,25247,375321,97904
79303,29008,353366,43617
79304,79233,749161,12286
79305,90067,938703,52685
79306,99165,881149,5826
79307,63867,78712,76612
79308,56300,965174,53890
79309,17579,806105,41729
79310,45679,198716,95287
79311,30731,903366,54326
79312,49181,286412,76976
79313,97172,981246,64224
79314,24754,925440,56721
79315,30174,268491,55887
79316,47424,685454,69613
79317,6448,541548,83809
79318,31221,600771,33980
79319,6006,107257,79896
79320,94114,317308,89769
79321,51239,483498,7188
79322,27528,58700,80975
79323,86414,714544,66048
79324,27285,965119,57934
79325,42339,451520,81070
79326,71061,121506,1554
79327,22741,800850,91814
79328,53309,813592,5281
79329,58718,356623,38131
79330,42042,134003,73805
79331,2941,801036,59487
79332,27760,401882,2199
79333,86476,80254,61188
79334,7202,461178,38826
79335,3423,166591,43773
79336,73166,914922,89324
79337,11542,15414,72794
79338,9904,567673,13512
79339,17431,333849,60153
79340,45273,61798,61914
79341,1612,138697,36912
79342,8752,600240,71751
79343,81955,226342,7183
79344,82348,422722,38709
79345,98654,39831,96392
79346,19148,529405,79140
79347,60314,479154,80611
79348,28666,179960,98038
79349,25357,829321,57144
79350,57533,588599,67833
79351,9391,890723,63147
79352,42483,847836,34225
79353,3452,256751,53991
79354,95157,727601,45727
79355,17672,138146,60033
79356,72417,239586,6942
79357,88272,5326,8010
79358,24634,375497,90607
79359,59077,18657,35773
79360,61761,817478,69425
79361,65752,164861,85792
79362,29093,574894,71669
79363,43645,66930,27590
79364,27196,824418,67486
79365,34793,130384,83275
79366,63118,542792,92741
79367,84946,546131,72045
79368,8634,147051,92355
79369,87722,920141,24074
79370,53270,620904,73845
79371,46947,206503,21286
79372,41147,138064,95014
79373,76201,102294,18138
79374,8360,439954,41950
79375,44359,526797,42459
79376,85552,42960,54964
79377,5361,40805,80879
79378,60716,138756,24920
79379,34251,140251,59702
79380,69956,196786,35807
79381,32324,773556,12299
79382,15780,447552,56463
79383,43875,70019,35336
79384,88440,947351,64937
79385,99534,813812,20108
79386,44578,274704,72875
79387,76689,222791,29123
79388,60187,660840,6262
79389,42661,643110,79621
79390,77273,180341,78281
79391,93349,284449,8752
79392,61542,957903,51892
79393,53324,58564,51174
79394,90158,168716,81146
79395,41268,837205,6760
79396,71479,92330,98561
79397,35096,710845,53979
79398,64677,879700,87651
79399,84143,147093,50152
79400,75699,759404,23343
79401,83723,79828,24917
79402,73019,847374,84381
79403,75939,929091,24946
79404,42954,234330,81188
79405,88694,913895,18981
79406,4956,694509,1396
79407,77207,164435,1573
79408,45846,693158,36312
79409,35675,480954,11746
79410,16222,561,94426
79411,78164,200150,14519
79412,65844,892994,75926
79413,14347,817705,91283
79414,65857,887058,25031
79415,62120,617978,49645
79416,18752,224821,10636
79417,25886,352388,47669
79418,19585,462318,72107
79419,60376,946769,38955
79420,30097,669697,40779
79421,4211,81106,90408
79422,62916,901168,16585
79423,73816,577792,3337
79424,52887,13595,65431
79425,88325,555824,49983
79426,34410,385785,25578
79427,62349,971148,83169
79428,8154,590094,5024
79429,22596,615583,63787
79430,4741,476660,22048
79431,39695,932998,35901
79432,70168,356721,30273
79433,27654,22689,13902
79434,85071,28290,90175
79435,61941,543250,46041
79436,68693,128348,67800
79437,76928,835645,19535
79438,68100,834481,58443
79439,70168,267775,8046
79440,12623,622932,73068
79441,165,43442,74142
79442,17709,108429,60394
79443,62642,703865,93865
79444,10000,502231,22741
79445,73689,113014,29489
79446,2989,629955,49355
79447,48950,463628,99117
79448,37490,675843,27811
79449,86104,257367,70010
79450,89357,530157,24879
79451,14919,499361,72215
79452,62504,372804,578
79453,24604,72129,80867
79454,53063,230126,28580
79455,57742,596984,97783
79456,70665,949105,72551
79457,18749,671181,67554
79458,51629,753374,64310
79459,78668,237138,52468
79460,94623,70518,37376
79461,92254,400676,71945
79462,34478,307185,32303
79463,76062,540003,5054
79464,49289,987909,46553
79465,50522,495619,42630
79466,52208,708701,24398
79467,73658,21036,19786
79468,60071,720104,28660
79469,14336,21429,74445
79470,35495,900256,59471
79471,53822,751538,77466
79472,65854,809723,44747
79473,42962,622665,94163
79474,54451,362018,54018
79475,16762,973047,59773
79476,50866,776757,27390
79477,4074,860866,43104
79478,38274,598539,32558
79479,16879,825239,90425
79480,78609,236520,88507
79481,71626,307107,2799
79482,81156,420178,45883
79483,1239,229372,18858
79484,58032,405753,92553
79485,9755,993836,74334
79486,85286,175989,80749
79487,31189,535579,74259
79488,68088,122458,79996
79489,31765,261272,54075
79490,75848,435383,44227
79491,3098,771228,61232
79492,49312,370488,24179
79493,33425,122454,19406
79494,98332,131625,51351
79495,9785,527417,60013
79496,28057,12583,8416
79497,77430,513361,78032
79498,27935,873246,13592
79499,48028,806603,94436
79500,61961,936088,61035
79501,74312,700787,8194
79502,95869,810550,56355
79503,15976,931108,32333
79504,96197,551901,99432
79505,38103,308160,33252
79506,42115,726294,72794
79507,55433,378148,52601
79508,52310,41001,91024
79509,65693,181363,93017
79510,63552,136450,72401
79511,41704,767499,98596
79512,36121,20546,14167
79513,2699,48327,83179
79514,12390,517222,15185
79515,29817,713873,20131
79516,52281,120952,82752
79517,18767,565555,16170
79518,83863,868911,44387
79519,94405,725485,60971
79520,45367,636628,69943
79521,36632,82614,76523
79522,44509,862762,87604
79523,20102,473512,51705
79524,86616,668534,4565
79525,16352,298454,56600
79526,6615,625525,60229
79527,66646,993009,95214
79528,15184,531035,16972
79529,2290,926762,39761
79530,61343,762764,38936
79531,89627,488490,39030
79532,95552,801125,83782
79533,18585,457331,54823
79534,34666,352530,36154
79535,8644,496354,86570
79536,279,236158,95049
79537,21282,947629,91120
79538,67971,155520,67590
79539,50307,830995,92562
79540,77132,867900,2863
79541,85235,825741,40160
79542,40098,856466,62599
79543,48249,324633,49987
79544,21693,912876,47533
79545,69405,876453,37222
79546,29104,199756,20733
79547,34961,973598,12226
79548,8660,170323,63484
79549,91831,358720,67742
79550,21219,119410,76510
79551,41589,452687,34235
79552,11103,850928,7370
79553,66818,342121,19423
79554,66856,418133,44367
79555,11864,316788,99952
79556,26729,407861,19713
79557,9663,39081,78396
79558,72686,425737,46819
79559,15602,354921,34082
79560,79433,111538,2714
79561,94493,755932,57930
79562,56336,292496,60185
79563,22229,815541,63617
79564,63477,58135,16711
79565,9352,879671,28503
79566,52034,575272,3927
79567,79713,600275,20396
79568,66034,92889,78500
79569,97048,413952,24688
79570,11962,818213,21657
79571,99561,592780,55035
79572,38757,557952,13712
79573,16799,648076,18485
79574,28720,172371,83935
79575,84673,513937,39635
79576,78926,52294,39638
79577,65767,620067,59947
79578,7287,278409,53971
79579,39901,442079,1793
79580,72866,214426,83415
79581,4359,838601,27708
79582,69745,286881,28980
79583,65517,2901,27153
79584,94137,416545,70406
79585,22696,520436,84101
79586,96707,595497,4914
79587,72159,79837,45525
79588,17838,387373,42115
79589,95626,753696,15612
79590,8164,703682,43630
79591,98105,381679,27232
79592,25078,804454,87180
79593,16505,65818,42035
79594,98512,745051,96743
79595,72219,546528,45638
79596,9875,201633,71700
79597,91063,78155,75774
79598,43270,438348,7124
79599,25713,968157,38583
79600,68363,216008,63403
79601,69535,5433,83938
79602,26875,222592,77104
79603,11687,336843,30439
79604,49059,699780,7175
79605,86311,9241,79060
79606,90261,697682,88685
79607,76570,874943,8644
79608,18488,698826,34146
79609,183,568852,10642
79610,3912,841034,35675
79611,96958,97784,82783
79612,15390,74282,33540
79613,38653,310935,70572
79614,55712,726373,5294
79615,15957,786513,8604
79616,24335,73834,70845
79617,20155,537162,41086
79618,98012,290717,30558
79619,79966,843535,94058
79620,88357,950573,29706
79621,89550,937371,26457
79622,95374,126648,48471
79623,82420,26133,7532
79624,33316,720747,87246
79625,21907,94844,42922
79626,75421,970754,64714
79627,97815,921801,74256
79628,89960,802625,8662
79629,51909,100603,10448
79630,21092,921465,47760
79631,98057,623467,34093
79632,8970,553899,84930
79633,74020,884527,19898
79634,32135,595220,28062
79635,97192,876009,94713
79636,75154,767447,60970
79637,53682,140015,15226
79638,80993,71686,53957
79639,13119,943420,88736
79640,45518,288105,96398
79641,61293,441997,83122
79642,24431,475194,51730
79643,73398,884732,42583
79644,472,886903,40955
79645,24853,9232,201
79646,15914,252017,62337
79647,77498,568191,88369
79648,43371,872757,66023
79649,1626,419827,57448
79650,59113,235760,98572
79651,92338,217698,57820
79652,69237,971386,66685
79653,40294,966946,81034
79654,14072,162639,46829
79655,42667,709426,57675
79656,69251,81015,54146
79657,37485,629554,6140
79658,59812,583655,68467
79659,37178,92569,53410
79660,47776,92893,23105
79661,83794,36974,66292
79662,33468,350363,51643
79663,69086,949095,96889
79664,88903,6528,60585
79665,86710,300521,31599
79666,44216,445083,74812
79667,7996,389801,35481
79668,39927,340650,71423
79669,59470,642980,67977
79670,94241,334947,57467
79671,61469,41769,9717
79672,38969,559203,75332
79673,29686,794183,35123
79674,52765,710321,20650
79675,64561,804477,67132
79676,36227,428758,28845
79677,71780,848308,54596
79678,12665,964390,92813
79679,58497,53451,27399
79680,70765,156166,81792
79681,88133,786927,34489
79682,81635,89007,64388
79683,42812,757928,33834
79684,87087,105520,62248
79685,65569,529719,31664
79686,40996,838700,66674
79687,71714,659112,89338
79688,87380,113020,43608
79689,49429,181609,36646
79690,72397,545677,70588
79691,78769,996237,1717
79692,77291,175797,34005
79693,44161,854007,47365
79694,41419,60348,54290
79695,74319,52697,43480
79696,23933,320720,13874
79697,14534,31378,29383
79698,84773,141603,9470
79699,77614,101210,85320
79700,28165,670021,84151
79701,13687,290301,67728
79702,78564,208698,52860
79703,71656,616179,83358
79704,22567,602055,32227
79705,86552,703742,4176
79706,95116,43241,36825
79707,51723,597308,143
79708,52190,40832,49210
79709,16294,41918,63417
79710,71469,213504,5934
79711,32194,387283,39865
79712,39368,339739,13307
79713,8321,429348,6045
79714,47896,617950,714
79715,96902,410582,20196
79716,63604,546417,37940
79717,70772,170823,39022
79718,1760,819889,78399
79719,36060,927694,16331
79720,27722,139271,99214
79721,4748,967914,64767
79722,9401,400985,57547
79723,19251,700723,58302
79724,28631,720053,20309
79725,25272,823144,32166
79726,79068,780685,96112
79727,19160,494153,35474
79728,53845,837552,52615
79729,27849,525594,12858
79730,21881,226732,79240
79731,74464,188059,82233
79732,80209,412595,47377
79733,80706,569218,95136
79734,33761,773845,37733
79735,36062,25489,47178
79736,88159,95067,60898
79737,45788,158922,98849
79738,59644,980998,90489
79739,84223,506346,24609
79740,20350,707986,54249
79741,86473,81649,63034
79742,65619,548637,27167
79743,95509,479784,99652
79744,9295,150499,49903
79745,10836,732547,87119
79746,29179,136482,57151
79747,98864,995257,35362
79748,89637,59562,89165
79749,97150,513277,11487
79750,71151,623760,86993
79751,46819,802083,57231
79752,84492,246695,19184
79753,28727,824312,93623
79754,36095,667568,70324
79755,96576,40974,69528
79756,12894,387310,48725
79757,17573,114766,93220
79758,95336,840194,53366
79759,46218,920834,67914
79760,22592,230945,13187
79761,82330,789644,4195
79762,52142,918418,62016
79763,2900,945134,45232
79764,92887,783374,68431
79765,62746,433966,15415
79766,32024,944642,71561
79767,10757,445067,52883
79768,11604,6095,43899
79769,73786,27981,46668
79770,72040,244028,90853
79771,56845,121582,57702
79772,47736,839832,72593
79773,76251,925576,17275
79774,64965,270320,77690
79775,43577,764284,27578
79776,90795,91382,29036
79777,53893,372565,48218
79778,75673,504562,69238
79779,75293,461112,15422
79780,95953,823445,5939
79781,24771,762430,44977
79782,61125,100492,66936
79783,31683,370641,31442
79784,41159,93754,66324
79785,93874,878403,73634
79786,168,231137,26053
79787,25176,349827,45799
79788,40637,788296,40532
79789,17507,822370,25396
79790,70904,147338,11208
79791,83909,751595,65986
79792,92130,880685,34455
79793,96325,372692,73704
79794,71162,740833,53837
79795,96583,502266,38619
79796,15973,651557,81343
79797,30918,973145,7602
79798,33982,399658,26870
79799,63399,148278,47238
79800,99824,629423,52993
79801,691,152302,39918
79802,96559,217670,74288
79803,57726,863785,56724
79804,58087,887134,41403
79805,61771,971399,24369
79806,96780,568300,24204
79807,50855,602779,45067
79808,42732,251828,88681
79809,21083,574852,12794
79810,4881,447377,55113
79811,16261,154194,34620
79812,83697,316388,35988
79813,48949,618207,70753
79814,78965,757148,80827
79815,53188,572439,39771
79816,50631,973870,27114
79817,3380,929308,12925
79818,1849,60122,57437
79819,58334,20949,13896
79820,20944,170165,69001
79821,35482,800270,12996
79822,56816,838739,48352
79823,63143,129092,54336
79824,48157,406943,68978
79825,18441,263000,48678
79826,71810,343270,96128
79827,24493,964115,2359
79828,10917,926949,99148
79829,76022,869879,76110
79830,47189,699129,40213
79831,92891,850783,82373
79832,62819,321758,13857
79833,76221,558115,8638
79834,42111,676685,66307
79835,36646,322488,85850
79836,53883,959106,56053
79837,7336,494673,14385
79838,76123,535811,26881
79839,92511,124427,95391
79840,70715,891870,31688
79841,17092,246254,23534
79842,31773,235309,15346
79843,9724,108195,18024
79844,34146,653633,13538
79845,70670,799004,90880
79846,82265,409785,80174
79847,44154,825721,94835
79848,77386,285355,38561
79849,45502,506465,65664
79850,11652,650168,56475
79851,52139,250917,22365
79852,46837,193225,3882
79853,45588,130028,66617
79854,89235,35051,69115
79855,78398,170110,82385
79856,40273,585556,9641
79857,42328,93464,32927
79858,38425,695697,11216
79859,37966,378073,72128
79860,95222,971774,13204
79861,4640,63222,9671
79862,3201,330193,1414
79863,99869,534897,54999
79864,25463,767616,78457
79865,18408,632528,14952
79866,18329,863656,41989
79867,47854,575068,89532
79868,37989,331097,92464
79869,23309,892441,90865
79870,31808,134977,4040
79871,89485,509241,98957
79872,46009,515709,45008
79873,64570,453363,90135
79874,69346,292524,6341
79875,45838,274156,96208
79876,13504,96937,21821
79877,39394,265974,7003
79878,35207,969991,44530
79879,71609,608425,17369
79880,51065,989192,22500
79881,8236,94194,20450
79882,50019,725538,32697
79883,42101,279331,80381
79884,72841,52857,77679
79885,22364,928876,2128
79886,91340,630593,9667
79887,82725,544477,29521
79888,23421,381979,41340
79889,12795,502234,97287
79890,89907,547410,42762
79891,48537,819420,52801
79892,97006,686930,21000
79893,46363,234229,10135
79894,7255,747750,43398
79895,37602,404072,95013
79896,87954,924394,9840
79897,19473,981173,1850
79898,38990,735231,3838
79899,95667,931122,40245
79900,42181,829826,74433
79901,34567,121449,69040
79902,36718,379624,18234
79903,24586,130442,64325
79904,37628,680722,12071
79905,34724,212231,67494
79906,12799,860846,35236
79907,80126,306648,9754
79908,23372,394054,94958
79909,68933,998995,72039
79910,17302,600132,75908
79911,36102,391180,66
79912,67050,786521,66473
79913,30328,645810,2029
79914,5154,289842,82067
79915,75307,790578,53160
79916,32045,694694,92933
79917,62250,1440,46616
79918,69316,647537,17993
79919,68867,493564,81415
79920,90129,556432,57119
79921,77502,967176,69477
79922,32223,736504,30539
79923,46657,251058,94560
79924,68308,209190,13753
79925,19481,194081,27447
79926,29936,221247,58266
79927,34719,833881,42428
79928,34661,97822,84021
79929,39696,45196,21208
79930,79008,109660,16038
79931,41745,186142,87441
79932,97314,194507,24089
79933,45204,482037,55592
79934,70631,23860,5157
79935,58557,749261,69118
79936,3014,433292,19028
79937,79732,500158,70749
79938,49698,501961,45525
79939,82884,516196,3401
79940,94103,424044,11239
79941,33083,251154,53468
79942,98339,884332,40283
79943,43595,312387,93636
79944,4337,65966,86293
79945,78733,788977,56564
79946,18867,56036,83686
79947,35232,914110,10620
79948,13329,549772,62758
79949,35335,479606,67227
79950,6482,236836,11431
79951,13456,261959,29189
79952,29309,695185,8310
79953,607,677572,21646
79954,30614,684606,58579
79955,18699,751850,44790
79956,87826,476140,51529
79957,64311,404588,43924
79958,90558,395004,63498
79959,84827,192548,12985
79960,63426,346293,97273
79961,92776,525420,49876
79962,91687,401069,15897
79963,10329,616915,55397
79964,53899,728570,92248
79965,26791,808549,6672
79966,27647,536554,48658
79967,63471,375669,91500
79968,867,131532,72663
79969,28565,936906,84991
79970,37706,147624,82544
79971,20292,419284,51800
79972,90271,135762,98201
79973,9066,616989,62835
79974,30323,773240,81390
79975,73527,193740,98726
79976,27561,48575,32036
79977,13656,793437,6894
79978,17339,713884,76301
79979,1237,525711,16493
79980,79915,342308,39131
79981,86481,694521,53958
79982,82824,17916,58553
79983,12987,331641,60362
79984,97192,560956,83731
79985,51307,969302,7188
79986,81779,305024,94995
79987,84251,306249,76502
79988,79478,477206,15353
79989,72655,826648,99043
79990,34559,640248,69685
79991,78957,324221,78754
79992,69679,977793,70342
79993,59986,209622,72622
79994,92361,904940,22742
79995,38560,691655,69008
79996,14743,858348,47209
79997,87315,650050,85692
79998,89460,552141,99501
79999,89836,198512,41969
80000,63545,997691,90558
80001,84992,970174,22779
80002,54977,81187,28445
80003,54836,967796,44448
80004,75716,892343,29330
80005,96068,462303,72982
80006,65031,129107,87967
80007,21761,341884,5445
80008,49941,310963,27292
80009,66411,395796,89171
80010,7118,116691,85687
80011,12280,269544,60970
80012,70556,196522,38932
80013,60399,38897,53128
80014,43266,550412,34990
80015,78869,891811,81468
80016,25327,388566,25742
80017,93747,560109,29105
80018,26273,636488,68757
80019,47354,315624,6257
80020,87421,368167,10530
80021,80758,766125,81423
80022,58688,678081,71836
80023,45168,587986,669
80024,31936,383965,28694
80025,11078,915957,95754
80026,1548,170443,52982
80027,95909,635663,28571
80028,12874,338010,77985
80029,91027,542398,28303
80030,98565,807455,86986
80031,22631,897746,48434
80032,64128,554661,95820
80033,8744,630737,55589
80034,33501,508786,8361
80035,96554,22050,99428
80036,33409,611020,32837
80037,76743,397589,19520
80038,94425,855482,55069
80039,8951,838260,57985
80040,62834,762765,6095
80041,79916,685138,60191
80042,23422,847020,8009
80043,90320,138656,76309
80044,3390,283460,36305
80045,19304,999674,66125
80046,84578,765275,36913
80047,50243,441264,77650
80048,65991,975939,55461
80049,84950,175437,90919
80050,64318,686688,83928
80051,26393,67185,27839
80052,68334,474435,84182
80053,2886,46518,48926
80054,70093,608975,30739
80055,97748,979995,24093
80056,43165,907874,98505
80057,68601,119367,9986
80058,2633,581488,75885
80059,48370,621457,50088
80060,91904,292156,45159
80061,74928,504061,60699
80062,21525,980017,75187
80063,19558,280482,65485
80064,55580,551960,12968
80065,61422,767428,25208
80066,37517,824201,94211
80067,51263,147981,17036
80068,46507,715850,18534
80069,82191,958535,50900
80070,30953,517854,86142
80071,90933,349484,31072
80072,37281,407770,43571
80073,15950,490074,62672
80074,96440,136328,83729
80075,5002,100527,31832
80076,92483,619159,46209
80077,22145,728755,28780
80078,51706,262304,46943
80079,94590,949005,7105
80080,28689,696066,40069
80081,33554,876782,46208
80082,90246,373052,88546
80083,89133,888197,83120
80084,4769,969530,60275
80085,47277,682365,5576
80086,15482,554431,21381
80087,79386,476828,19416
80088,97871,466846,51104
80089,92622,132305,26942
80090,8412,587803,57768
80091,69435,65526,55754
80092,28921,849171,57857
80093,31001,558128,32239
80094,27465,780376,32130
80095,46410,690892,90024
80096,14087,792068,73287
80097,53351,111128,48586
80098,22843,899142,22931
80099,93923,900111,41699
80100,32007,407901,21371
80101,19157,696017,2165
80102,89464,169172,29142
80103,39063,517305,1970
80104,23189,260540,57388
80105,4589,946693,70445
80106,32794,176218,81005
80107,93142,202565,8459
80108,1587,503311,80155
80109,3950,399052,46652
80110,30504,78639,69952
80111,36211,317974,57276
80112,25288,570454,4130
80113,11110,964075,80767
80114,15309,731074,5183
80115,44898,20744,58360
80116,13049,521652,93841
80117,60943,598051,83373
80118,786,98744,72791
80119,18805,25832,88550
80120,22956,90688,21977
80121,6448,92964,14049
80122,82998,910495,83020
80123,82139,248158,40752
80124,5226,19962,70816
80125,72795,9949,80986
80126,2331,679696,74492
80127,46530,226778,71864
80128,16792,325947,10706
80129,37350,764433,78209
80130,27579,493581,76912
80131,61023,864522,54179
80132,53150,807898,19358
80133,60778,500336,77432
80134,24829,37600,29985
80135,94189,66303,67679
80136,64767,404940,77209
80137,64304,33593,46606
80138,36350,403859,44641
80139,28419,988013,31919
80140,88111,884724,15576
80141,54289,315860,21102
80142,28839,228287,4901
80143,50333,546058,43916
80144,33149,155621,70359
80145,71807,343482,26787
80146,4952,121301,3975
80147,23686,42435,66307
80148,86375,942254,52118
80149,36249,398042,3776
80150,99450,60836,63591
80151,49184,302143,48597
80152,53114,77663,19897
80153,80897,693495,81369
80154,1159,599239,51305
80155,40104,702236,53119
80156,79924,534267,52466
80157,7274,926556,58376
80158,52241,358544,90273
80159,73003,997943,96699
80160,21652,831978,50858
80161,63127,877905,1181
80162,605,734964,79218
80163,63078,866453,778
80164,27401,415805,63938
80165,51190,630683,32879
80166,10164,117232,41921
80167,78414,915141,88890
80168,2112,261882,63279
80169,83515,466410,20858
80170,72454,392887,30863
80171,69709,263078,56112
80172,6763,645823,82763
80173,41843,221227,87973
80174,36910,622268,38373
80175,84086,540041,7384
80176,61394,34263,22038
80177,87568,585663,66938
80178,9539,276919,42106
80179,79051,359267,90054
80180,22469,467873,18701
80181,52723,726366,2135
80182,34868,9377,39507
80183,93297,145411,71703
80184,82524,770690,1371
80185,80433,528631,57739
80186,4990,73911,47735
80187,72753,114437,8921
80188,33911,979862,91198
80189,34109,447669,80828
80190,94207,458158,53158
80191,80895,412766,3803
80192,28465,574720,24725
80193,82451,468936,57571
80194,83373,571892,57094
80195,96438,197096,24873
80196,7303,401764,16463
80197,16251,542104,86102
80198,55369,143823,82635
80199,21561,371766,23773
80200,7386,768385,55139
80201,53813,532913,55812
80202,64513,271827,19771
80203,1857,703698,11199
80204,39952,746038,26496
80205,36143,7862,93084
80206,99770,771514,94962
80207,55405,821589,1421
80208,62523,254880,70463
80209,67075,831632,72601
80210,13920,87512,80575
80211,91896,183842,36405
80212,79437,612624,67001
80213,19911,937255,52775
80214,7449,949823,97090
80215,94216,515222,67924
80216,74005,678857,65551
80217,9029,818107,3985
80218,97074,227974,81771
80219,21900,333878,89633
80220,63635,929272,58450
80221,5996,57691,34349
80222,2541,468348,22944
80223,98388,804635,34385
80224,49993,79370,88348
80225,70428,92207,45905
80226,53307,522366,64070
80227,6018,250140,5792
80228,98522,42153,78393
80229,90259,753643,73876
80230,76447,672052,63067
80231,99765,602460,7067
80232,89748,357444,85059
80233,72941,526964,66939
80234,77219,339112,58101
80235,2812,226230,14496
80236,36071,645960,57673
80237,75349,439798,14576
80238,66920,802501,83162
80239,11657,840864,53601
80240,57614,905852,95100
80241,16451,344643,93172
80242,91355,832441,97050
80243,41778,131643,4806
80244,26277,752575,36302
80245,34273,312279,80052
80246,90762,684967,52956
80247,75030,923053,17215
80248,22375,326317,45003
80249,62436,564139,73675
80250,61418,335302,94550
80251,13792,878443,18183
80252,10473,777463,79915
80253,89470,331726,78189
80254,34571,633609,21839
80255,55896,14379,20563
80256,11472,69093,4421
80257,34942,289155,76043
80258,26690,243223,13356
80259,4460,722027,45254
80260,70778,711291,99917
80261,74984,559,16647
80262,82917,487972,59427
80263,53852,861256,47111
80264,7022,781222,23180
80265,63493,112756,51388
80266,16390,669474,1321
80267,76232,353378,83020
80268,25925,765635,55752
80269,62352,189911,11286
80270,34945,764538,98239
80271,14989,467639,92120
80272,20827,280936,193
80273,27391,200319,26911
80274,52720,519065,34145
80275,91785,589010,51307
80276,5909,825101,21288
80277,79934,718598,42754
80278,29091,871871,79158
80279,68606,337767,51701
80280,27027,177393,64571
80281,26813,976533,99191
80282,36294,888635,65110
80283,27596,943708,11917
80284,98485,842104,24428
80285,56962,986781,74711
80286,10294,855682,62287
80287,161,473720,61378
80288,40467,514416,25455
80289,17231,421617,74542
80290,27449,131050,29582
80291,43296,955042,83902
80292,16942,205064,80215
80293,95060,758729,29968
80294,12840,869195,70465
80295,71160,646621,18269
80296,8413,306305,74029
80297,50992,825375,56962
80298,49657,234545,63784
80299,3413,999634,51518
80300,35652,828197,35240
80301,2126,806813,22882
80302,56818,176371,28115
80303,68733,277971,62047
80304,9683,913572,80645
80305,7164,436193,92097
80306,43888,330535,69586
80307,1708,189697,19874
80308,73469,231239,92635
80309,87399,565998,67146
80310,67379,79372,3426
80311,33109,911121,65223
80312,97835,413417,72462
80313,3879,774687,19955
80314,67659,526144,4638
80315,72401,417006,75003
80316,94264,408852,10532
80317,89505,18480,1667
80318,10993,396354,66447
80319,96838,44190,15047
80320,7511,856211,72354
80321,60530,15678,59714
80322,59689,705665,40333
80323,46128,711035,48149
80324,75503,147820,64001
80325,40088,529433,68449
80326,3074,302252,31567
80327,92460,720020,65612
80328,71159,501830,24210
80329,30261,987534,78334
80330,82240,504507,90008
80331,28196,541602,24857
80332,24623,795792,35943
80333,60018,461624,64600
80334,2900,789714,51965
80335,90169,98381,16641
80336,49465,350777,1846
80337,39502,430033,7897
80338,27319,608781,20640
80339,75561,301144,39028
80340,58803,383527,52513
80341,57341,941502,18182
80342,59214,68444,84240
80343,17466,749107,99333
80344,74393,155143,93664
80345,63378,280310,3488
80346,69592,921833,80930
80347,64014,680871,68921
80348,9514,602388,72161
80349,77225,166084,2090
80350,79281,427600,61576
